date,building_number,month,year,container_type,service_type,bill_description,description,bill_desc_original,desc_original,container_quantity,volume_per_container,weekly_pickups,volume_collected_per_week,total_volume_per_week,waste_stream,share_of_commingled_volume,total_commingled_waste,waste_this_month,data_version
7/1/14,356,July,2014,2FL,FL,High Energy Lab,High Energy Lab,High Energy Lab,High Energy Lab,1,2,1,2,2671.5,On-Grounds,0.07,193.89,0.15,032820-00
7/1/14,2448,July,2014,T96,FL,108 Cresap House,108 Cresap House,108 Cresap House,108 Cresap House,2,0.5,1,1,2671.5,Housing,0.04,193.89,0.07,032820-00
7/1/14,1198,July,2014,8FL,FL,Core Lab,Core Lab,Core Lab,Core Lab,1,8,6,48,2671.5,Clinical MSW,1.8,193.89,3.48,032820-00
7/1/14,68,July,2014,8FL,FL,Clark Hall,Clark Hall,Clark Hall,Clark Hall,1,8,5,40,2671.5,On-Grounds,1.5,193.89,2.9,032820-00
7/1/14,800,July,2014,4FL,FL,Child Care Ctr-Copel,Copeley Child Care Center,Child Care Ctr-Copel,Copeley Child Care Center,1,4,2,8,2671.5,Off-Grounds,0.3,193.89,0.58,032820-00
7/1/14,256,July,2014,8FL,FL,Chemistry Building,Chemistry Building,Chemistry Bldg,Chemistry Building,1,8,6,48,2671.5,On-Grounds,1.8,193.89,3.48,032820-00
7/1/14,2132,July,2014,8FL,FL,Casa Bolivar Spanish,Casa Bolivar Spanish,Casa Bolivar/Spanish,Casa Bolivar Spanish,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,580,July,2014,8FL,FL,Carruthers Hall 1,Carruthers Hall,Carruthers Hall 1,Carruthers Hall,1,8,3,24,2671.5,Off-Grounds,0.9,193.89,1.74,032820-00
7/1/14,2400,July,2014,2FL,FL,Carr's Hill/Pres House,Carr's Hill,Carr's Hill/Pres Hou,Carr's Hill,1,2,1,2,2671.5,On-Grounds,0.07,193.89,0.15,032820-00
7/1/14,438,July,2014,8FL,FL,Campbell Hall,Campbell Hall,Campbell Hall,Campbell Hall,1,8,3,24,2671.5,On-Grounds,0.9,193.89,1.74,032820-00
7/1/14,527,July,2014,8FL,FL,Cafe N @ Law School,CafÃÂÃÂ© N. @ Law School,CafÃÂÃÂ© N. @ Law School,CafÃÂÃÂ© N. @ Law School,1,8,6,48,2671.5,Aramark,1.8,193.89,3.48,032820-00
7/1/14,1194,July,2014,6FL,FL,Cobb Hall,Cobb Hall,Cobb Hall,Cobb Hall,1,6,3,18,2671.5,On-Grounds,0.67,193.89,1.31,032820-00
7/1/14,59,July,2014,8FL,FL,Cabell-Bryan Hall,Cabell-Bryan Hall,Cabell-Bryan Hall,Cabell-Bryan Hall,1,8,6,48,2671.5,On-Grounds,1.8,193.89,3.48,032820-00
7/1/14,64,July,2014,T96,FL,Brooks Hall,Brooks Hall,Brooks Hall,Brooks Hall,2,0.5,3,3,2671.5,On-Grounds,0.11,193.89,0.22,032820-00
7/1/14,2210,July,2014,8FL,FL,Bonnycastle,Bonnycastle,Bonnycastle,Bonnycastle,2,8,1,16,2671.5,Housing,0.6,193.89,1.16,032820-00
7/1/14,631,July,2014,2FL,FL,Birdwood Pavilion,Birdwood Pavilion,Birdwood Pavilion,Birdwood Pavilion,1,2,1,2,2671.5,Off-Grounds,0.07,193.89,0.15,032820-00
7/1/14,5618,July,2014,8FL,FL,Birdwood Golf Course,Birdwood Golf Course,Birdwood Golf Course,Birdwood Golf Course,1,8,2,16,2671.5,Maintenance,0.6,193.89,1.16,032820-00
7/1/14,252,July,2014,4FL,FL,Astronomy Building,Astronomy Building,Astronomy Building,Astronomy Building,1,4,1,4,2671.5,On-Grounds,0.15,193.89,0.29,032820-00
7/1/14,5271,July,2014,4FL,FL,Aquatic/ Fitness 4Yd,Aquatic & Fitness Center,Aquatic/ Fitness 4yd,Aquatic & Fitness Center,1,4,2,8,2671.5,IM-Rec,0.3,193.89,0.58,032820-00
7/1/14,3432,July,2014,6FL,FL,Alumni Hall,Alumni Hall,Alumni Hall,Alumni Hall,1,6,6,36,2671.5,On-Grounds,1.35,193.89,2.61,032820-00
7/1/14,82,July,2014,8FL,FL,Alderman Library,Alderman Library,Alderman Library,Alderman Library,1,8,6,48,2671.5,On-Grounds,1.8,193.89,3.48,032820-00
7/1/14,2146,July,2014,8FL,FL,Bice House Container,Bice,Bice House Container,Bice,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,2306,July,2014,8FL,FL,Courtenay House,Courtenay House,Courtenay House,Courtenay House,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,580,July,2014,6FL,FL,Carruthers Hall 2,Carruthers Hall,Carruthers Hall 2,Carruthers Hall,1,6,2,12,2671.5,Off-Grounds,0.45,193.89,0.87,032820-00
7/1/14,2800,July,2014,4FL,FL,Copeley 1 -Seymour,Copeley Apartments,Copeley 1 -Seymour,Copeley Apartments,1,4,1,4,2671.5,Housing,0.15,193.89,0.29,032820-00
7/1/14,267,July,2014,8FL,FL,Wilsdorf,Wilsdorf,Wilsdorf,Wilsdorf,1,8,6,48,2671.5,On-Grounds,1.8,193.89,3.48,032820-00
7/1/14,125,July,2014,2FL,FL,Bookstore Warehouse,Bookstore Warehouse,Bookstore Warehouse,Bookstore Warehouse,1,2,1,2,2671.5,Off-Grounds,0.07,193.89,0.15,032820-00
7/1/14,2830,July,2014,8FL,FL,CopeleyIII Buckler 3,Copeley Apartments,CopeleyIII Buckler 3,Copeley Apartments,1,8,2,16,2671.5,Housing,0.6,193.89,1.16,032820-00
7/1/14,2830,July,2014,8FL,FL,CopeleyIII Buckler 2,Copeley Apartments,CopeleyIII Buckler 2,Copeley Apartments,1,8,3,24,2671.5,Housing,0.9,193.89,1.74,032820-00
7/1/14,2830,July,2014,8FL,FL,CopeleyIII Buckler 1,Copeley Apartments,CopeleyIII Buckler 1,Copeley Apartments,1,8,2,16,2671.5,Housing,0.6,193.89,1.16,032820-00
7/1/14,2800,July,2014,4FL,FL,CopeleyII 520Seymour,Copeley Apartments,CopeleyII 520Seymour,Copeley Apartments,1,4,1,4,2671.5,Housing,0.15,193.89,0.29,032820-00
7/1/14,2800,July,2014,4FL,FL,CopeleyII 406Farrish,Copeley Apartments,CopeleyII 406Farrish,Copeley Apartments,1,4,1,4,2671.5,Housing,0.15,193.89,0.29,032820-00
7/1/14,2800,July,2014,8FL,FL,CopeleyII 422Farrish,Copeley Apartments,CopeleyII 422Farrish,Copeley Apartments,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,2800,July,2014,8FL,FL,Copeley 1 Apts,Copeley Apartments,Copeley 1 Apts,Copeley Apartments,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,2800,July,2014,8FL,FL,CopeleyII 454Farrish,Copeley Apartments,CopeleyII 454Farrish,Copeley Apartments,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,2800,July,2014,8FL,FL,Copeley Apts 285 Peyton,Copeley Apartments,Copeley 1 285 Peyton,Copeley Apartments,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,2800,July,2014,8FL,FL,Copeley Apts 304 Peyton,Copeley Apartments,Copeley 1 304 Peyton,Copeley Apartments,1,8,3,24,2671.5,Housing,0.9,193.89,1.74,032820-00
7/1/14,2800,July,2014,8FL,FL,Copeley Apts 499 Seymour,Copeley Apartments,Copeley 1 499Seymour,Copeley Apartments,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,2800,July,2014,8FL,FL,Copeley Apts 410 Seymour,Copeley Apartments,Copeley 1 410Seymour,Copeley Apartments,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,2800,July,2014,6FL,FL,Copeley Apts 510 Seymour,Copeley Apartments,Copeley 1 510Seymour,Copeley Apartments,1,6,1,6,2671.5,Housing,0.22,193.89,0.44,032820-00
7/1/14,2800,July,2014,8FL,FL,Copeley Apts 443 Seymour,Copeley Apartments,Copeley 1 448Seymour,Copeley Apartments,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,2800,July,2014,8FL,FL,Copeley Apts 547 Seymour,Copeley Apartments,Copeley 1 547Seymour,Copeley Apartments,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,2800,July,2014,4FL,FL,Copeley Apts 475 Seymour,Copeley Apartments,Copeley 1 475Seymour,Copeley Apartments,1,4,1,4,2671.5,Housing,0.15,193.89,0.29,032820-00
7/1/14,2800,July,2014,8FL,FL,CopeleyII 476Farrish,Copeley Apartments,CopeleyII 476Farrish,Copeley Apartments,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,0,July,2014,,FL,Bryant Hall Stadium,Bryant Hall Stadium,Bryant Hall Stadium,Bryant Hall Stadium,1,0,1,0,2671.5,On-Grounds,0,193.89,,032820-00
7/1/14,2210,July,2014,8FL,FL,Humphreys & Echols,Humphreys & Echols,Humprhreys & Echols,Humphreys & Echols,2,8,1,16,2671.5,Housing,0.6,193.89,1.16,032820-00
7/1/14,5535,July,2014,T96,FL,Intramural Sports,Intramural Sports,Intranural Sports,Intramural Sports,1,0.5,1,0.5,2671.5,IM-Rec,0.02,193.89,0.04,032820-00
7/1/14,221,July,2014,8FL,FL,Physics Building,Physics Building,Physics Bldg,Physics Building,1,8,3,24,2671.5,On-Grounds,0.9,193.89,1.74,032820-00
7/1/14,583,July,2014,8FL,FL,Pkg & Trans Main Shp,P&T Maintenance Shop,Pkg & Trans Main Shp,P&T Maintenance Shop,1,8,2,16,2671.5,Off-Grounds,0.6,193.89,1.16,032820-00
7/1/14,3708,July,2014,,FL,Outpatient Surg Ctr,Outpatient Surgery Center,Outpatient Surg Ctr,Outpatient Surgery Center,1,0,6,0,2671.5,Clinical MSW,0,193.89,,032820-00
7/1/14,202,July,2014,6FL,FL,Olsson Hall,Olsson Hall,Olsson Hall,Olsson Hall,1,6,5,30,2671.5,On-Grounds,1.12,193.89,2.18,032820-00
7/1/14,5561,July,2014,2FL,FL,North Grounds Rec Ct,North Grounds Rec. Center,North Grounds Rec Ct,North Grounds Rec. Center,1,2,3,6,2671.5,IM-Rec,0.22,193.89,0.44,032820-00
7/1/14,1988,July,2014,8FL,FL,New Child Care Center,New Child Care Center,New Child Care Ctr,New Child Care Center,1,8,3,24,2671.5,Off-Grounds,0.9,193.89,1.74,032820-00
7/1/14,1155,July,2014,6FL,FL,Mr5 Fl Can 2Nd Pu,MR5  ,MR5 FL Can 2nd PU,MR5  ,1,6,3,18,2671.5,Clinical MSW,0.67,193.89,1.31,032820-00
7/1/14,1155,July,2014,6FL,FL,Mr5 Frontload Cont.,MR5  ,MR5 Frontload Cont.,MR5  ,1,6,6,36,2671.5,Clinical MSW,1.35,193.89,2.61,032820-00
7/1/14,3579,July,2014,6FL,FL,Piedmont Center,Piedmont Center,Piedmont Center,Piedmont Center,1,6,3,18,2671.5,Off-Grounds,0.67,193.89,1.31,032820-00
7/1/14,1697,July,2014,2FL,FL,Moser Radiation Ther,Moser Radiation Therapy,Moser Radiation Ther,Moser Radiation Therapy,1,2,1,2,2671.5,Clinical MSW,0.07,193.89,0.15,032820-00
7/1/14,2428,July,2014,T96,FL,Morea House,Morea House,Morea House,Morea House,2,0.5,3,3,2671.5,Housing,0.11,193.89,0.22,032820-00
7/1/14,2070,July,2014,6FL,FL,Monroe Hill College,Monroe Hill College,Monroe Hill College,Monroe Hill College,1,6,1,6,2671.5,Housing,0.22,193.89,0.44,032820-00
7/1/14,83,July,2014,4FL,FL,Monroe Hall,Monroe Hall,Monroe Hall,Monroe Hall,1,4,1,4,2671.5,On-Grounds,0.15,193.89,0.29,032820-00
7/1/14,2210,July,2014,6FL,FL,Metcalf/Lefevre House,Metcalf/Lefevre House,Metcalf/ Lefevre Hse,Metcalf/Lefevre House,1,6,1,6,2671.5,Housing,0.22,193.89,0.44,032820-00
7/1/14,5087,July,2014,6FL,FL,Memorial Gymnasium,Memorial Gymnasium,Memorial Gymnasium,Memorial Gymnasium,1,6,3,18,2671.5,IM-Rec,0.67,193.89,1.31,032820-00
7/1/14,1181,July,2014,8FL,FL,Medical School Can 1,Medical School,Medical School Can 1,Medical School,1,8,5,40,2671.5,Clinical MSW,1.5,193.89,2.9,032820-00
7/1/14,2422,July,2014,8FL,FL,Runk Dining,Runk Dining,Runk Dining,Runk Dining,1,8,1,8,2671.5,Aramark,0.3,193.89,0.58,032820-00
7/1/14,105,July,2014,6FL,FL,McLeod Hall,McLeod Hall,McLeod Hall,McLeod Hall,1,6,5,30,2671.5,Clinical MSW,1.12,193.89,2.18,032820-00
7/1/14,1157,July,2014,8FL,FL,Mr4 Container 1,MR4  ,MR4 Container 1,MR4  ,1,8,3,24,2671.5,Clinical MSW,0.9,193.89,1.74,032820-00
7/1/14,3693,July,2014,6FL,FL,Sieg Warehouse,Sieg Warehouse,Seig Building,Sieg Warehouse,1,6,1,6,2671.5,Off-Grounds,0.22,193.89,0.44,032820-00
7/1/14,2335,July,2014,2FL,FL,Pied. Fac Apts #143,Piedmont Faculty Apartments,Pied. Fac Apts #143,Piedmont Faculty Apartments,1,2,3,6,2671.5,Housing,0.22,193.89,0.44,032820-00
7/1/14,2335,July,2014,4FL,FL,Pied Fac Apts #118,Piedmont Faculty Apartments,Pied Fac Apts #118,Piedmont Faculty Apartments,1,4,3,12,2671.5,Housing,0.45,193.89,0.87,032820-00
7/1/14,0,July,2014,,FL,Lile-Maupin,Lili-Maupin ,Lile-Maupin,Lili-Maupin ,1,0,1,0,2671.5,Housing,0,193.89,,032820-00
7/1/14,0,July,2014,8FL,FL,Monroe Hill Colleg2,Monroe Hill College,Monroe Hill Colleg2,Monroe Hill College,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,5502,July,2014,8FL,FL,Cauthen 2012,Cauthen,Cauthen 2012,Cauthen,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,0,July,2014,8FL,FL,Fontana Food Center,Fontana Food Center,Fontana Food Ctr,Fontana Food Center,1,8,5,40,2671.5,Aramark,1.5,193.89,2.9,032820-00
7/1/14,0,July,2014,8FL,FL,Klockner Stadium,Klockner Stadium,Klockner Stadium UVA,Klockner Stadium,1,8,2,16,2671.5,Athletics,0.6,193.89,1.16,032820-00
7/1/14,0,July,2014,8FL,FL,Darden Compactor,Darden School,Darden Compactor,Darden School,1,8,5,40,2671.5,Darden,1.5,193.89,2.9,032820-00
7/1/14,3714,July,2014,8FL,FL,Trans Care Can 2,Transitional Care Hospital,Trans Care Can 2,Transitional Care Hospital,1,8,3,24,2671.5,Clinical MSW,0.9,193.89,1.74,032820-00
7/1/14,1148,July,2014,T96,FL,Ep Trailer,EP Trailer,EP Trailer,EP Trailer,2,0.5,2,2,2671.5,Maintenance,0.07,193.89,0.15,032820-00
7/1/14,2335,July,2014,2FL,FL,Pied Fac Apts #2504,Piedmont Faculty Apartments,Pied Fac Apts #2504,Piedmont Faculty Apartments,1,2,3,6,2671.5,Housing,0.22,193.89,0.44,032820-00
7/1/14,55,July,2014,T96,FL,McGuffey Alley,McGuffey Alley,McGuffey Alley,McGuffey Alley,3,0.5,4,6,2671.5,Housing,0.22,193.89,0.44,032820-00
7/1/14,2370,July,2014,8FL,FL,Watson-Webb Dorms,Watson-Webb Dorms,Watson-Webb Dorms,Watson-Webb Dorms,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,2369,July,2014,8FL,FL,Balz-Dobie,Balz-Dobie,Balz-Dobie,Balze-Dobie,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,1146,July,2014,8FL,FL,E. Couric Cancer Ctr,Emily Couric Cancer Center,E. Couric Cancer Ctr,Emily Couric Cancer Center,1,8,6,48,2671.5,Clinical MSW,1.8,193.89,3.48,032820-00
7/1/14,58,July,2014,6FL,FL,Robertson Hall,Robertson Hall,Robertson Hall,Robertson Hall,1,6,5,30,2671.5,On-Grounds,1.12,193.89,2.18,032820-00
7/1/14,334,July,2014,4FL,FL,Reactor Building,Reactor Building,Reactor Bldg,Reactor Building,1,4,1,4,2671.5,Off-Grounds,0.15,193.89,0.29,032820-00
7/1/14,596,July,2014,4FL,FL,Printing Service Center,Printing Service Center,Printing Services,Printing Service Center,1,4,2,8,2671.5,Off-Grounds,0.3,193.89,0.58,032820-00
7/1/14,627,July,2014,8FL,FL,Police Building,Police Building,Police Headquarters,Police Building,1,8,1,8,2671.5,Off-Grounds,0.3,193.89,0.58,032820-00
7/1/14,2335,July,2014,8FL,FL,Pied Fac Apts #115,Piedmont Faculty Apartments,Pied Fac Apts #115,Piedmont Faculty Apartments,1,8,3,24,2671.5,Housing,0.9,193.89,1.74,032820-00
7/1/14,259,July,2014,4FL,FL,Mechanical Engineer,Mechanical Engineer,Mechanical Engineer,Mechanical Engineer,1,4,2,8,2671.5,On-Grounds,0.3,193.89,0.58,032820-00
7/1/14,441,July,2014,T96,FL,International House,International House,Interntational House,International House,2,0.5,1,1,2671.5,Housing,0.04,193.89,0.07,032820-00
7/1/14,261,July,2014,6FL,FL,Shelbourne Hall,Shelbourne Hall,Shelbourne Hall,Shelbourne Hall,1,6,2,12,2671.5,On-Grounds,0.45,193.89,0.87,032820-00
7/1/14,5262,July,2014,4FL,FL,Slaughter Rec Center,Slaughter Rec. Center,Slaughter Rec Center,Slaughter Rec. Center,1,4,1,4,2671.5,IM-Rec,0.15,193.89,0.29,032820-00
7/1/14,2210,July,2014,6FL,FL,Kent & Dabney House,Kent & Dabney House,Kent & Dabney House,Kent & Dabney House,1,6,1,6,2671.5,Housing,0.22,193.89,0.44,032820-00
7/1/14,1626,July,2014,4FL,FL,KCRC Commonwealth Court,KCRC Commonwealth Court,KCRC Commwlth Ct,KCRC Commonwealth Court,1,4,1,4,2671.5,Off-Grounds,0.15,193.89,0.29,032820-00
7/1/14,3714,July,2014,,FL,Transitional Care Hospital,Transitional Care Hospital,TransitionalCareHosp,Transitional Care Hospital,1,0,6,0,2671.5,Clinical MSW,0,193.89,,032820-00
7/1/14,1628,July,2014,T96,FL,KCRC Cochran House,KCRC Cochran House,KCRC Cochran House,KCRC Cochran House,1,0.5,1,0.5,2671.5,Off-Grounds,0.02,193.89,0.04,032820-00
7/1/14,72,July,2014,8FL,FL,South Lawn,South Lawn,South Lawn,South Lawn,1,8,3,24,2671.5,On-Grounds,0.9,193.89,1.74,032820-00
7/1/14,1161,July,2014,8FL,FL,Mr6,MR6,MR6,MR6,1,8,4,32,2671.5,Clinical MSW,1.2,193.89,2.32,032820-00
7/1/14,1142,July,2014,8FL,FL,Jordan Hall Pick Up2,Jordan/Pinn Hall,Jordan Hall Pick Up2,Jordan/Pinn Hall,2,8,5,80,2671.5,Clinical MSW,2.99,193.89,5.81,032820-00
7/1/14,3711,July,2014,8FL,FL,Northridge,Northridge,Northridge,Northridge,1,8,5,40,2671.5,Clinical MSW,1.5,193.89,2.9,032820-00
7/1/14,5502,July,2014,8FL,FL,Klockner Stadium,Klockner Stadium,Klockner Stadium,Klockner Stadium,1,8,2,16,2671.5,Athletics,0.6,193.89,1.16,032820-00
7/1/14,1142,July,2014,8FL,FL,Jordan Hall Can 2,Jordan/Pinn Hall,Jordan Hall Can 2,Jordan/Pinn Hall,2,8,6,96,2671.5,Clinical MSW,3.59,193.89,6.97,032820-00
7/1/14,1142,July,2014,8FL,FL,Jordan Hall Pick Up1,Jordan/Pinn Hall,Jordan Hall Pick Up1,Jordan/Pinn Hall,1,8,5,40,2671.5,Clinical MSW,1.5,193.89,2.9,032820-00
7/1/14,2368,July,2014,8FL,FL,Kellogg House,Kellogg House,Kellogg Dorm,Kellogg House,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,1142,July,2014,8FL,FL,Jordan Hall  Can 1,Jordan/Pinn Hall,Jordan Hall  Can 1,Jordan/Pinn Hall,1,8,5,40,2671.5,Clinical MSW,1.5,193.89,2.9,032820-00
7/1/14,3168,July,2014,T96,FL,Sawyer Hospitality,Sawyer Hospitality,Sawyer Hospitality,Sawyer Hospitality,3,0.5,3,4.5,2671.5,Clinical MSW,0.17,193.89,0.33,032820-00
7/1/14,1760,July,2014,8FL,FL,Fontaine Rsch  480,Fontaine Research Park,Fontaine Rsch  480,Fontaine Research Park,1,8,3,24,2671.5,Off-Grounds,0.9,193.89,1.74,032820-00
7/1/14,534,July,2014,8FL,FL,JAG School Addition,JAG School,JAG School Addition,JAG School,1,8,1,8,2671.5,JAG School,0.3,193.89,0.58,032820-00
7/1/14,1157,July,2014,2FL,FL,Mr4 West,MR4  ,MR4 - West,MR4  ,1,2,3,6,2671.5,Clinical MSW,0.22,193.89,0.44,032820-00
7/1/14,532,July,2014,8FL,FL,JAG School,JAG School,JAG School,JAG School,1,8,5,40,2671.5,JAG School,1.5,193.89,2.9,032820-00
7/1/14,440,July,2014,6FL,FL,Ruffin Hall,Ruffin Hall,Ruffin Hall,Ruffin Hall,1,6,3,18,2671.5,On-Grounds,0.67,193.89,1.31,032820-00
7/1/14,5577,July,2014,8FL,FL,Frank C McCue Ctr,Frank C McCue Center,McCue Center,Frank C McCue Center,1,8,5,40,2671.5,Athletics,1.5,193.89,2.9,032820-00
7/1/14,1600,July,2014,6FL,FL,Kluge Child Rehab,Kluge Child Rehab.,Kluge Child Rehab,Kluge Child Rehab.,1,6,3,18,2671.5,Clinical MSW,0.67,193.89,1.31,032820-00
7/1/14,2464,July,2014,,FL,Lambeth Store,Lambeth Store,Lambeth Store,Lambeth Store,1,0,1,0,2671.5,Housing,0,193.89,,032820-00
7/1/14,331,July,2014,T96,FL,Mccormick Observatory,McCormick Observatory,McCormick Observ.,McCormick Observatory,1,0.5,1,0.5,2671.5,On-Grounds,0.02,193.89,0.04,032820-00
7/1/14,556,July,2014,4FL,FL,Sponsor's Hall 1,Sponsor's Hall,Sponsor's Hall 1,Sponsor's Hall,1,4,5,20,2671.5,Darden,0.75,193.89,1.45,032820-00
7/1/14,583,July,2014,8FL,FL,Sponsor's Hall 2,Sponsor's Hall,Sponsor's Hall 2,Sponsor's Hall,1,8,1,8,2671.5,Darden,0.3,193.89,0.58,032820-00
7/1/14,556,July,2014,4FL,FL,Mat Mgmt Storage P&T,Mat Mgmt Storage P&T,Mat Mgmt Storage P&T,Mat Mgmt Storage P&T,1,4,1,4,2671.5,Maintenance,0.15,193.89,0.29,032820-00
7/1/14,1985,July,2014,8FL,FL,Stacey Hall,Stacey Hall,Stacey Hall,Stacey Hall,1,8,3,24,2671.5,On-Grounds,0.9,193.89,1.74,032820-00
7/1/14,2427,July,2014,8FL,FL,Mary Munford Hall,Mary Munford Hall,Mary Munford Hall,Mary Munford Hall,1,8,1,8,2671.5,Housing,0.3,193.89,0.58,032820-00
7/1/14,556,July,2014,8FL,FL,Stone Hall,Stone Hall,Stone Hall,Stone Hall,1,8,1,8,2671.5,On-Grounds,0.3,193.89,0.58,032820-00
7/1/14,7242,July,2014,6FL,FL,Main Heating Plant,Main Heating Plant,Main Heating Plant,Main Heating Plant,1,6,5,30,2671.5,On-Grounds,1.12,193.89,2.18,032820-00
7/1/14,2464,July,2014,,FL,Lambeth Field Dorms,Lambeth Field Dorms,Lambeth Field Dorms,Lambeth Field Dorms,2,0,1,0,2671.5,Housing,0,193.89,,032820-00
7/1/14,231,July,2014,4FL,FL,Stores Warehouse,Stores Warehouse,Stores Warehouse,Stores Warehouse,1,4,1,4,2671.5,On-Grounds,0.15,193.89,0.29,032820-00
7/1/14,290,July,2014,4FL,FL,Student Activities Building,Student Activities Building,Student Activities,Student Activities Building,1,4,1,4,2671.5,On-Grounds,0.15,193.89,0.29,032820-00
7/1/14,7147,July,2014,6FL,FL,Telephone Exchange,Telephone Exchange,Telephone Exchange,Telephone Exchange,1,6,2,12,2671.5,On-Grounds,0.45,193.89,0.87,032820-00
7/1/14,527,July,2014,6FL,FL,Law/Withers-Brown,Withers-Brown,Law/ Withers-Brown,Withers-Brown,1,6,5,30,2671.5,Law School,1.12,193.89,2.18,032820-00
7/1/14,5535,July,2014,8FL,FL,The Park,The Park,The Park,The Park,1,8,2,16,2671.5,IM-Rec,0.6,193.89,1.16,032820-00
7/1/14,204,July,2014,6FL,FL,Thornton Hall Cont 1,Thornton Hall,Thornton Hall Cont 1,Thornton Hall,1,6,4,24,2671.5,On-Grounds,0.9,193.89,1.74,032820-00
7/1/14,527,July,2014,6FL,FL,Law School Slaughter,Slaughter Hall,Law School Slaughter,Slaughter Hall,1,6,3,18,2671.5,Law School,0.67,193.89,1.31,032820-00
7/1/14,204,July,2014,6FL,FL,Thornton Hall Cont 2,Thornton Hall,Thornton Hall Cont 2,Thornton Hall,1,6,4,24,2671.5,On-Grounds,0.9,193.89,1.74,032820-00
7/1/14,1994,July,2014,8FL,FL,Towers 1222 Jpa,1222 JPA,Towers 1222 JPA,1222 JPA,1,8,6,48,2671.5,Clinical MSW,1.8,193.89,3.48,032820-00
7/1/14,421,July,2014,4FL,FL,Madison Hall,Madison Hall,Madison Hall,Madison Hall,1,4,2,8,2671.5,On-Grounds,0.3,193.89,0.58,032820-00
7/1/14,321,July,2014,2FL,FL,Aerospace Research Lab,Aerospace Research Lab,Aerospace Res. Lab,Aerospace Research Lab,1,2,1,2,2671.5,Off-Grounds,0.07,193.89,0.15,032820-00
7/1/14,3480,July,2014,T96,FL,1939 Ivy Road,1939 Ivy Road,1939 Ivy Road,1939 Ivy Road,2,0.5,1,1,2671.5,Off-Grounds,0.04,193.89,0.07,032820-00
7/1/14,,July,2014,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,,1,0,,CDD,100,7.1,7.1,032820-00
7/1/14,,July,2014,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,,1,0,,CDD,100,4.13,4.13,032820-00
7/1/14,,July,2014,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,,1,0,,CDD,100,5.16,5.16,032820-00
7/1/14,,July,2014,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,,1,0,,CDD,100,8.81,8.81,032820-00
7/1/14,,July,2014,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,,1,0,,CDD,100,3.87,3.87,032820-00
7/1/14,,July,2014,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,,1,0,,CDD,100,4.67,4.67,032820-00
7/1/14,,July,2014,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,,1,0,,CDD,100,7.3,7.3,032820-00
7/1/14,,July,2014,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,,1,0,,CDD,100,4.46,4.46,032820-00
7/1/14,,July,2014,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,,1,0,,CDD,100,5.5,5.5,032820-00
7/1/14,,July,2014,RO,RO,Drama,Drama,UVA DRAMA                     ,Drama,1,,1,0,,On-Grounds,100,4.49,4.49,032820-00
7/1/14,,July,2014,RO,RO,Drama,Drama,UVA DRAMA                     ,Drama,1,,1,0,,On-Grounds,100,1.64,1.64,032820-00
7/1/14,,July,2014,RO,RO,Drama,Drama,UVA DRAMA                     ,Drama,1,,1,0,,On-Grounds,100,3.16,3.16,032820-00
7/1/14,,July,2014,RO,RO,Drama,Drama,UVA DRAMA                     ,Drama,1,,1,0,,On-Grounds,100,1.9,1.9,032820-00
